sex,child_in_family,weekly_study_hours,Score,Health,FamilyEDU,age,Fails,Free_time,job_no,job_yes,activities_no,activities_yes,Nationality_Kyrgyz,Nationality_Russian,Predict
0.0,0.8,0.4,0.427807486631016,0.25,1.0,0.0,0.14285714285714285,0.4285714285714285,True,False,True,False,False,True,2
0.0,0.6000000000000001,0.12,0.39037433155080214,0.75,0.0,0.19999999999999973,0.19047619047619047,0.7142857142857143,True,False,True,False,False,True,2
1.0,0.2,0.28,0.3796791443850269,0.25,1.0,0.7999999999999998,0.0,0.0,True,False,False,True,False,True,2
0.0,1.0,0.62,0.28342245989304815,1.0,0.0,0.7999999999999998,0.8571428571428571,0.5714285714285714,True,False,True,False,False,True,2
0.0,1.0,0.06,0.44919786096256686,1.0,1.0,0.3999999999999999,0.2857142857142857,0.47619047619047616,True,False,True,False,False,True,2
1.0,0.4,0.5,0.2887700534759359,0.75,1.0,0.7999999999999998,0.09523809523809523,0.19047619047619047,True,False,True,False,False,True,2
1.0,0.0,0.1,0.2887700534759359,0.75,0.0,0.19999999999999973,0.0,0.9999999999999999,True,False,True,False,False,True,2
0.0,0.6000000000000001,0.6,0.41176470588235303,1.0,0.0,0.0,0.0,0.7142857142857143,True,False,True,False,False,True,2
1.0,1.0,0.5,0.427807486631016,0.75,1.0,0.5999999999999996,0.19047619047619047,0.3333333333333333,False,True,True,False,False,True,2
0.0,0.2,0.5,0.44385026737967914,1.0,1.0,0.19999999999999973,0.19047619047619047,0.047619047619047616,True,False,True,False,False,True,2
1.0,0.2,0.5,0.4331550802139037,1.0,1.0,0.5999999999999996,0.19047619047619047,0.047619047619047616,True,False,True,False,False,True,2
1.0,0.8,0.62,0.4224598930481285,0.25,0.0,0.7999999999999998,0.14285714285714285,0.8095238095238094,True,False,False,True,False,True,2
0.0,0.0,0.28,0.2727272727272727,0.25,0.0,0.5999999999999996,0.6190476190476191,0.8571428571428571,True,False,True,False,False,True,2
0.0,0.4,0.04,0.3796791443850269,0.25,0.0,0.7999999999999998,0.047619047619047616,0.23809523809523808,True,False,True,False,False,True,2
0.0,0.4,0.36,0.23529411764705888,1.0,1.0,0.7999999999999998,0.047619047619047616,0.8571428571428571,True,False,True,False,False,True,2
0.0,0.2,0.58,0.1925133689839571,0.75,0.0,1.0,0.9047619047619047,0.5714285714285714,True,False,True,False,False,True,2
1.0,0.4,0.52,0.4385026737967914,1.0,0.0,0.0,0.19047619047619047,0.38095238095238093,True,False,False,True,False,True,2
0.0,0.2,0.62,0.36363636363636354,0.0,1.0,0.7999999999999998,0.19047619047619047,0.47619047619047616,True,False,True,False,False,True,2
1.0,0.2,0.26,0.4331550802139037,0.0,0.0,0.5999999999999996,0.2857142857142857,0.38095238095238093,True,False,True,False,False,True,2
1.0,0.4,0.24,0.41711229946524075,0.0,1.0,0.19999999999999973,0.2857142857142857,0.047619047619047616,True,False,True,False,False,True,2
1.0,0.6000000000000001,0.44,0.41711229946524075,0.75,0.0,0.0,0.14285714285714285,0.047619047619047616,True,False,True,False,False,True,2
0.0,0.2,0.08,0.3796791443850269,0.25,1.0,0.3999999999999999,0.2857142857142857,0.38095238095238093,False,True,True,False,False,True,2
0.0,0.8,0.36,0.19786096256684482,0.25,0.0,0.19999999999999973,0.09523809523809523,0.19047619047619047,True,False,True,False,False,True,2
1.0,1.0,0.62,0.35828877005347604,0.75,1.0,0.3999999999999999,0.14285714285714285,0.4285714285714285,True,False,False,True,False,True,2
0.0,0.2,0.74,0.14973262032085555,0.0,0.0,0.0,0.38095238095238093,0.09523809523809523,True,False,True,False,False,True,2
0.0,1.0,0.32,0.39037433155080214,1.0,1.0,0.3999999999999999,0.3333333333333333,0.0,True,False,True,False,False,True,2
0.0,1.0,0.2,0.05882352941176472,0.5,1.0,0.3999999999999999,0.47619047619047616,0.09523809523809523,True,False,True,False,False,True,2
1.0,0.6000000000000001,0.26,0.44385026737967914,0.25,1.0,0.3999999999999999,0.19047619047619047,0.7619047619047619,True,False,True,False,False,True,2
0.0,0.4,0.24,0.4010695187165776,1.0,0.0,0.19999999999999973,0.14285714285714285,0.38095238095238093,True,False,True,False,False,True,2
1.0,0.4,0.48,0.2192513368983957,0.75,1.0,0.19999999999999973,1.0,0.14285714285714285,True,False,True,False,False,True,2
0.0,0.8,0.42,0.3689839572192515,1.0,1.0,0.3999999999999999,0.23809523809523808,0.09523809523809523,True,False,True,False,False,True,2
1.0,0.4,0.56,0.41176470588235303,0.25,0.0,0.0,0.047619047619047616,0.38095238095238093,True,False,True,False,False,True,2
0.0,0.8,0.68,0.28342245989304815,1.0,1.0,1.0,0.047619047619047616,0.47619047619047616,True,False,True,False,False,True,2
0.0,0.4,0.14,0.44385026737967914,0.25,1.0,0.7999999999999998,0.3333333333333333,0.09523809523809523,True,False,True,False,False,True,2
0.0,0.4,0.06,0.33689839572192515,0.5,1.0,0.5999999999999996,0.19047619047619047,0.9047619047619048,False,True,False,True,False,True,2
0.0,0.4,0.52,0.4385026737967914,1.0,0.0,0.5999999999999996,0.19047619047619047,0.8571428571428571,True,False,True,False,False,True,2
0.0,0.2,0.64,0.4331550802139037,0.0,0.0,0.0,0.09523809523809523,0.9999999999999999,True,False,True,False,False,True,2
1.0,0.4,0.14,0.11764705882352922,0.25,1.0,0.19999999999999973,0.19047619047619047,0.09523809523809523,True,False,True,False,False,True,2
0.0,0.2,0.3,0.4385026737967914,0.75,1.0,0.0,0.23809523809523808,0.8095238095238094,True,False,True,False,False,True,2
0.0,0.4,0.04,0.4331550802139037,0.75,1.0,0.19999999999999973,0.3333333333333333,0.0,True,False,True,False,False,True,2
0.0,0.6000000000000001,0.08,0.2887700534759359,1.0,1.0,0.0,0.047619047619047616,0.9047619047619048,True,False,True,False,False,True,2
1.0,0.4,0.68,0.28342245989304815,0.5,0.0,0.19999999999999973,0.23809523809523808,0.8095238095238094,True,False,False,True,False,True,2
1.0,0.6000000000000001,0.3,0.44385026737967914,0.75,1.0,1.0,0.0,0.2857142857142857,True,False,True,False,False,True,2
0.0,0.0,0.16,0.34224598930481265,0.75,1.0,0.3999999999999999,0.23809523809523808,0.047619047619047616,True,False,True,False,False,True,2
1.0,0.2,0.1,0.4385026737967914,0.75,0.0,1.0,0.23809523809523808,0.8095238095238094,True,False,True,False,False,True,2
0.0,1.0,0.68,0.41176470588235303,0.25,0.0,0.3999999999999999,0.23809523809523808,0.23809523809523808,True,False,True,False,False,True,2
0.0,0.0,0.48,0.39037433155080214,0.0,0.0,0.0,0.09523809523809523,0.2857142857142857,True,False,True,False,False,True,2
0.0,0.4,0.54,0.4331550802139037,0.0,1.0,0.0,0.047619047619047616,0.9523809523809522,True,False,True,False,False,True,2
0.0,0.6000000000000001,0.3,0.35828877005347604,0.75,1.0,0.19999999999999973,0.0,0.38095238095238093,True,False,True,False,False,True,2
1.0,0.8,0.44,0.34224598930481265,0.75,1.0,1.0,0.2857142857142857,0.8571428571428571,True,False,False,True,False,True,2
0.0,1.0,0.08,0.4064171122994653,0.0,0.0,0.19999999999999973,0.19047619047619047,0.3333333333333333,True,False,True,False,False,True,2
0.0,0.6000000000000001,0.58,0.2727272727272727,0.75,0.0,0.3999999999999999,0.9523809523809523,0.38095238095238093,True,False,True,False,False,True,2
1.0,0.6000000000000001,0.32,0.3796791443850269,0.0,0.0,0.3999999999999999,0.3333333333333333,0.7619047619047619,True,False,True,False,False,True,2
1.0,0.2,0.58,0.33689839572192515,1.0,1.0,0.19999999999999973,0.047619047619047616,0.7619047619047619,True,False,True,False,False,True,2
1.0,0.6000000000000001,0.3,0.4385026737967914,0.25,1.0,0.19999999999999973,0.14285714285714285,0.619047619047619,True,False,True,False,False,True,2
0.0,0.8,0.2,0.27807486631016043,0.75,0.0,1.0,0.9523809523809523,0.2857142857142857,True,False,True,False,False,True,2
0.0,0.8,0.66,0.3475935828877006,0.0,0.0,0.0,0.14285714285714285,0.3333333333333333,True,False,True,False,False,True,2
1.0,0.2,0.1,0.26203208556149726,0.5,1.0,0.19999999999999973,0.8095238095238095,0.047619047619047616,True,False,False,True,False,True,2
0.0,0.2,0.66,0.35828877005347604,1.0,0.0,1.0,0.0,0.8571428571428571,True,False,True,False,False,True,2
0.0,0.6000000000000001,0.32,0.26203208556149726,0.5,1.0,0.3999999999999999,0.3333333333333333,0.9999999999999999,True,False,True,False,False,True,2
0.0,0.2,0.48,0.41176470588235303,0.0,1.0,0.3999999999999999,0.047619047619047616,0.3333333333333333,True,False,True,False,False,True,2
1.0,0.2,0.04,0.41711229946524075,0.5,1.0,0.5999999999999996,0.047619047619047616,0.0,True,False,True,False,False,True,2
1.0,0.6000000000000001,0.04,0.36363636363636354,0.25,1.0,0.7999999999999998,0.19047619047619047,0.09523809523809523,True,False,True,False,False,True,2
0.0,0.2,0.28,0.4385026737967914,0.0,0.0,0.7999999999999998,0.23809523809523808,0.9047619047619048,True,False,False,True,False,True,2
1.0,0.2,0.44,0.2994652406417113,0.5,0.0,0.7999999999999998,0.2857142857142857,0.7619047619047619,True,False,True,False,False,True,2
0.0,0.4,0.48,0.2994652406417113,0.0,1.0,0.5999999999999996,0.3333333333333333,0.38095238095238093,True,False,True,False,False,True,2
1.0,0.6000000000000001,0.64,0.2192513368983957,0.75,1.0,1.0,0.0,0.9047619047619048,True,False,True,False,False,True,2
