sex,child_in_family,weekly_study_hours,Score,Health,FamilyEDU,age,Fails,Free_time,job_no,job_yes,activities_no,activities_yes,Nationality_Kyrgyz,Nationality_Russian,Predict
0.0,0.4,0.34,0.9786096256684491,0.0,1.0,0.0,0.0,0.9999999999999999,True,False,True,False,False,True,0
0.0,0.6000000000000001,0.64,0.8983957219251342,1.0,1.0,0.3999999999999999,0.0,0.7142857142857143,True,False,True,False,False,True,0
1.0,0.4,0.7000000000000001,0.9251336898395723,0.0,1.0,0.19999999999999973,0.047619047619047616,0.19047619047619047,True,False,True,False,False,True,0
1.0,0.0,0.3,0.9144385026737969,0.25,1.0,0.5999999999999996,0.0,0.38095238095238093,False,True,True,False,False,True,0
0.0,1.0,0.42,0.9679144385026741,0.5,0.0,0.0,0.047619047619047616,0.09523809523809523,True,False,True,False,False,True,0
1.0,0.8,0.08,0.9465240641711232,0.0,1.0,0.19999999999999973,0.0,0.3333333333333333,True,False,True,False,False,True,0
1.0,0.6000000000000001,0.18,0.893048128342246,0.0,1.0,1.0,0.0,0.23809523809523808,True,False,False,True,False,True,0
1.0,0.4,0.66,0.9251336898395723,0.25,0.0,0.7999999999999998,0.047619047619047616,0.7619047619047619,True,False,False,True,False,True,0
0.0,0.2,0.8200000000000001,0.8716577540106951,0.0,0.0,0.7999999999999998,0.047619047619047616,0.23809523809523808,True,False,False,True,False,True,0
1.0,0.8,0.54,0.9037433155080214,1.0,1.0,1.0,0.0,0.5238095238095238,True,False,True,False,False,True,0
0.0,0.4,0.38,0.8877005347593583,0.5,1.0,0.7999999999999998,0.047619047619047616,0.3333333333333333,True,False,True,False,False,True,0
0.0,0.4,0.64,0.8983957219251342,1.0,1.0,1.0,0.0,0.047619047619047616,True,False,True,False,False,True,0
0.0,0.2,0.04,0.8770053475935833,0.5,1.0,0.7999999999999998,0.0,0.047619047619047616,True,False,True,False,False,True,0
1.0,1.0,0.16,0.9090909090909092,0.5,1.0,1.0,0.047619047619047616,0.47619047619047616,True,False,True,False,False,True,0
0.0,0.2,0.42,0.8877005347593583,0.75,0.0,0.5999999999999996,0.0,0.9523809523809522,True,False,True,False,False,True,0
0.0,0.8,0.38,0.8609625668449201,0.0,0.0,0.0,0.047619047619047616,0.47619047619047616,True,False,True,False,False,True,0
0.0,0.4,0.6,1.0,0.75,0.0,0.0,0.047619047619047616,0.47619047619047616,True,False,True,False,False,True,0
1.0,0.6000000000000001,0.5,0.951871657754011,0.5,0.0,0.19999999999999973,0.0,0.619047619047619,False,True,True,False,False,True,0
0.0,0.0,0.34,0.9786096256684491,0.75,1.0,0.3999999999999999,0.0,0.5714285714285714,True,False,True,False,False,True,0
0.0,0.4,0.06,0.9786096256684491,1.0,0.0,1.0,0.0,0.8095238095238094,True,False,True,False,False,True,0
1.0,0.0,0.06,0.8663101604278074,0.25,0.0,0.19999999999999973,0.047619047619047616,0.14285714285714285,True,False,True,False,False,True,0
0.0,0.6000000000000001,0.86,0.9465240641711232,0.75,0.0,0.19999999999999973,0.047619047619047616,0.9523809523809522,True,False,True,False,False,True,0
0.0,0.0,0.38,0.8609625668449201,0.0,0.0,1.0,0.0,0.5714285714285714,True,False,True,False,False,True,0
0.0,1.0,0.08,0.8663101604278074,0.5,0.0,0.3999999999999999,0.0,0.5238095238095238,True,False,True,False,False,True,0
0.0,0.4,0.66,0.8609625668449201,0.75,1.0,0.19999999999999973,0.047619047619047616,0.9999999999999999,True,False,True,False,False,True,0
1.0,0.4,0.04,0.9251336898395723,0.25,0.0,0.3999999999999999,0.047619047619047616,0.8095238095238094,True,False,True,False,False,True,0
0.0,0.4,0.4,1.0,0.0,1.0,0.7999999999999998,0.0,0.9999999999999999,True,False,True,False,False,True,0
0.0,0.2,0.4,0.9037433155080214,0.75,1.0,0.19999999999999973,0.0,0.6666666666666666,True,False,False,True,False,True,0
0.0,0.4,0.16,0.8556149732620324,0.25,1.0,1.0,0.0,0.619047619047619,True,False,True,False,False,True,0
1.0,0.4,0.3,0.8823529411764706,0.25,0.0,0.0,0.0,0.14285714285714285,True,False,True,False,False,True,0
0.0,0.2,0.38,0.9144385026737969,0.0,1.0,0.19999999999999973,0.047619047619047616,0.8571428571428571,True,False,False,True,False,True,0
1.0,0.6000000000000001,0.68,0.8983957219251342,1.0,0.0,0.0,0.047619047619047616,0.2857142857142857,True,False,True,False,False,True,0
0.0,0.8,0.06,0.9679144385026741,1.0,0.0,0.7999999999999998,0.047619047619047616,0.8571428571428571,True,False,True,False,False,True,0
0.0,0.4,0.56,0.9144385026737969,0.75,1.0,1.0,0.047619047619047616,0.5238095238095238,True,False,True,False,False,True,0
1.0,0.6000000000000001,0.76,0.9304812834224601,0.75,1.0,1.0,0.047619047619047616,0.19047619047619047,True,False,True,False,False,True,0
1.0,0.4,0.02,0.9251336898395723,1.0,1.0,1.0,0.0,0.9047619047619048,False,True,False,True,False,True,0
0.0,0.2,0.06,0.9251336898395723,0.25,1.0,0.0,0.0,0.14285714285714285,True,False,True,False,False,True,0
0.0,0.2,0.08,0.8609625668449201,0.0,1.0,0.7999999999999998,0.0,0.5714285714285714,True,False,False,True,False,True,0
1.0,0.2,0.28,0.8877005347593583,1.0,0.0,0.19999999999999973,0.0,0.9047619047619048,False,True,True,False,False,True,0
1.0,0.4,0.7000000000000001,0.8609625668449201,0.0,1.0,0.3999999999999999,0.047619047619047616,0.09523809523809523,True,False,True,False,False,True,0
1.0,0.6000000000000001,0.6,0.8716577540106951,0.25,1.0,0.5999999999999996,0.047619047619047616,0.5714285714285714,True,False,True,False,False,True,0
1.0,0.2,0.04,0.8609625668449201,0.75,0.0,1.0,0.047619047619047616,0.19047619047619047,True,False,True,False,False,True,0
1.0,0.8,0.1,0.9144385026737969,1.0,1.0,0.7999999999999998,0.047619047619047616,0.8095238095238094,True,False,True,False,False,True,0
1.0,0.4,0.42,0.9679144385026741,0.5,1.0,0.3999999999999999,0.0,0.9999999999999999,True,False,True,False,False,True,0
0.0,0.2,0.32,0.8716577540106951,0.25,0.0,0.7999999999999998,0.0,0.4285714285714285,True,False,False,True,False,True,0
0.0,0.0,0.58,0.8609625668449201,1.0,1.0,0.3999999999999999,0.0,0.3333333333333333,True,False,True,False,False,True,0
1.0,0.4,0.16,0.9090909090909092,0.75,1.0,0.0,0.047619047619047616,0.9047619047619048,True,False,False,True,False,True,0
0.0,1.0,0.02,0.8716577540106951,0.75,1.0,0.0,0.0,0.2857142857142857,False,True,False,True,False,True,0
1.0,0.6000000000000001,0.1,0.8716577540106951,0.0,1.0,0.5999999999999996,0.047619047619047616,0.38095238095238093,True,False,False,True,False,True,0
1.0,1.0,0.28,0.893048128342246,0.25,1.0,0.0,0.047619047619047616,0.6666666666666666,True,False,False,True,False,True,0
0.0,0.2,0.54,0.951871657754011,0.0,1.0,0.0,0.047619047619047616,0.09523809523809523,True,False,True,False,False,True,0
0.0,0.2,0.06,0.893048128342246,0.5,1.0,0.0,0.0,0.7619047619047619,True,False,False,True,False,True,0
0.0,0.6000000000000001,0.34,0.9144385026737969,0.25,0.0,1.0,0.0,0.3333333333333333,True,False,True,False,False,True,0
1.0,1.0,0.0,0.8877005347593583,0.75,0.0,0.3999999999999999,0.0,0.38095238095238093,False,True,True,False,False,True,0
1.0,0.8,0.54,0.9786096256684491,0.75,1.0,0.19999999999999973,0.047619047619047616,0.2857142857142857,True,False,True,False,False,True,0
0.0,0.6000000000000001,0.7000000000000001,0.9037433155080214,0.75,1.0,0.0,0.047619047619047616,0.7619047619047619,True,False,True,False,False,True,0
1.0,0.0,0.12,0.8609625668449201,0.75,0.0,0.5999999999999996,0.047619047619047616,0.3333333333333333,True,False,True,False,False,True,0
0.0,0.2,0.62,0.9144385026737969,0.75,1.0,0.0,0.047619047619047616,0.14285714285714285,False,True,True,False,False,True,0
1.0,0.0,0.2,0.8983957219251342,0.75,0.0,0.5999999999999996,0.0,0.5238095238095238,True,False,True,False,False,True,0
1.0,0.4,0.38,0.951871657754011,0.25,1.0,1.0,0.047619047619047616,0.9523809523809522,True,False,False,True,True,False,0
1.0,0.6000000000000001,0.64,0.8770053475935833,0.0,1.0,0.3999999999999999,0.0,0.38095238095238093,True,False,True,False,False,True,0
1.0,0.6000000000000001,0.44,0.8609625668449201,1.0,0.0,0.19999999999999973,0.047619047619047616,0.0,True,False,False,True,False,True,0
0.0,0.6000000000000001,0.18,0.8823529411764706,0.0,0.0,0.0,0.0,0.09523809523809523,True,False,True,False,False,True,0
0.0,0.4,0.46,0.9197860962566851,1.0,0.0,0.7999999999999998,0.047619047619047616,0.3333333333333333,True,False,True,False,True,False,0
1.0,0.6000000000000001,0.38,0.8556149732620324,1.0,0.0,0.0,0.047619047619047616,0.47619047619047616,True,False,True,False,False,True,0
0.0,0.4,0.1,0.9090909090909092,0.25,0.0,0.19999999999999973,0.047619047619047616,0.2857142857142857,True,False,True,False,False,True,0
0.0,1.0,0.18,0.951871657754011,1.0,0.0,0.0,0.047619047619047616,0.09523809523809523,True,False,True,False,False,True,0
0.0,0.4,0.52,0.8609625668449201,0.25,0.0,0.0,0.0,0.38095238095238093,True,False,False,True,False,True,0
0.0,0.2,0.36,0.8663101604278074,0.0,1.0,0.0,0.0,0.5714285714285714,True,False,True,False,False,True,0
1.0,0.2,0.22,0.9144385026737969,1.0,1.0,0.7999999999999998,0.047619047619047616,0.0,True,False,False,True,False,True,0
0.0,0.4,0.42,0.8716577540106951,0.75,1.0,0.19999999999999973,0.0,0.09523809523809523,True,False,True,False,False,True,0
0.0,0.2,0.4,0.8502673796791442,0.0,1.0,0.19999999999999973,0.047619047619047616,0.14285714285714285,True,False,True,False,False,True,0
0.0,0.2,0.02,0.9411764705882355,0.5,0.0,0.3999999999999999,0.0,0.0,True,False,True,False,False,True,0
0.0,0.4,0.62,0.8823529411764706,0.75,1.0,0.7999999999999998,0.0,0.9047619047619048,True,False,True,False,False,True,0
1.0,0.4,0.6,0.9679144385026741,0.5,1.0,0.3999999999999999,0.0,0.4285714285714285,True,False,True,False,False,True,0
0.0,0.6000000000000001,0.7000000000000001,0.8716577540106951,0.25,0.0,0.0,0.0,0.5714285714285714,True,False,True,False,False,True,0
0.0,0.6000000000000001,0.3,0.8877005347593583,0.75,0.0,0.5999999999999996,0.047619047619047616,0.619047619047619,True,False,True,False,False,True,0
1.0,0.0,0.12,0.8609625668449201,1.0,0.0,1.0,0.0,0.047619047619047616,True,False,True,False,False,True,0
0.0,0.4,0.12,0.8716577540106951,0.25,1.0,0.3999999999999999,0.0,0.9047619047619048,True,False,True,False,False,True,0
0.0,0.4,0.42,0.8983957219251342,0.0,0.0,0.5999999999999996,0.0,0.8571428571428571,True,False,True,False,False,True,0
1.0,0.4,0.06,0.9304812834224601,1.0,0.0,1.0,0.047619047619047616,0.0,True,False,True,False,False,True,0
0.0,1.0,0.52,0.8877005347593583,1.0,1.0,0.3999999999999999,0.0,0.0,True,False,True,False,False,True,0
